Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
29743547,01/18/2015 11:36:00 AM,01/18/2015 11:37:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,2 AVE,E 77 ST,2 AVENUE,EAST 77 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/18/2015 11:37:00 AM,08 MANHATTAN,MANHATTAN,996433,220548,Unspecified,MANHATTAN,,,,,,,,40.772021264888394,-73.95601507606814,"(40.772021264888394, -73.95601507606814)"
29744857,01/18/2015 11:32:00 AM,01/18/2015 11:33:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,W 42 ST,9 AVE,WEST 42 STREET,9 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/18/2015 11:33:00 AM,04 MANHATTAN,MANHATTAN,986291,215593,Unspecified,MANHATTAN,,,,,,,,40.75842923013922,-73.99263277459292,"(40.75842923013922, -73.99263277459292)"
29772188,01/22/2015 11:21:00 AM,01/23/2015 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,W 80 ST,RIVERSIDE DR,WEST 80 STREET,RIVERSIDE DRIVE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,01/23/2015 12:00:00 PM,07 MANHATTAN,MANHATTAN,989233,225489,Unspecified,MANHATTAN,,,,,,,,40.78558999596753,-73.98200594806721,"(40.78558999596753, -73.98200594806721)"
29781655,01/23/2015 07:53:00 PM,01/23/2015 07:54:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,,,WEST END AVE,W 96 ST,WEST END AVENUE,WEST 96 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",01/23/2015 07:54:00 PM,07 MANHATTAN,MANHATTAN,991668,229010,Unspecified,MANHATTAN,,,,,,,,40.795252485299606,-73.97320906036077,"(40.795252485299606, -73.97320906036077)"
29800694,01/27/2015 07:23:00 AM,01/27/2015 07:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,CLINTON ST,GRAND ST,CLINTON STREET,GRAND STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",01/27/2015 07:25:00 AM,03 MANHATTAN,MANHATTAN,987931,200118,Unspecified,MANHATTAN,,,,,,,,40.715953653567944,-73.98672147252647,"(40.715953653567944, -73.98672147252647)"
29813052,01/28/2015 06:05:00 PM,02/08/2015 01:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,CHRYSTIE STREET,CHRYSTIE STREET,STANTON STREET,2 AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,02/08/2015 01:05:00 PM,03 MANHATTAN,MANHATTAN,986647,202679,Unspecified,MANHATTAN,,,,,,,,40.72298342319109,-73.9913523532692,"(40.72298342319109, -73.9913523532692)"
29817473,01/29/2015 09:46:00 AM,02/08/2015 11:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,415 WEST   46 STREET,WEST   46 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/08/2015 11:20:00 AM,04 MANHATTAN,MANHATTAN,986634,216627,Unspecified,MANHATTAN,,,,,,,,40.7612672093419,-73.99139430978373,"(40.7612672093419, -73.99139430978373)"
29847261,02/02/2015 05:28:00 PM,03/02/2015 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,,,W 35 ST,7 AVE,WEST 35 STREET,7 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,03/02/2015 11:45:00 AM,05 MANHATTAN,MANHATTAN,986984,213126,Unspecified,MANHATTAN,,,,,,,,40.75165775545372,-73.99013231413659,"(40.75165775545372, -73.99013231413659)"
29848462,02/02/2015 01:07:00 PM,02/05/2015 11:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,EAST   34 STREET,EAST   34 STREET,1 AVENUE,FDR DRIVE SB ENTRANCE E   34 ST,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/05/2015 11:20:00 AM,06 MANHATTAN,MANHATTAN,991767,210160,Unspecified,MANHATTAN,,,,,,,,40.74351405895796,-73.97287259367154,"(40.74351405895796, -73.97287259367154)"
29848463,02/02/2015 11:00:00 AM,02/02/2015 03:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,F D R DRIVE,F D R DRIVE,EAST  105 STREET,EAST  106 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,02/02/2015 03:00:00 PM,11 MANHATTAN,MANHATTAN,1001412,226490,Unspecified,MANHATTAN,,,,,,,,40.788322214308295,-73.93802395829522,"(40.788322214308295, -73.93802395829522)"
29875897,02/05/2015 12:12:00 PM,02/06/2015 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,1606 BROADWAY,BROADWAY,W 48 ST,W 49 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/06/2015 08:45:00 AM,05 MANHATTAN,MANHATTAN,988512,216368,Unspecified,MANHATTAN,,,,,,,,40.76055561497262,-73.98461532718697,"(40.76055561497262, -73.98461532718697)"
29945743,02/14/2015 04:14:00 PM,02/15/2015 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,291 3 AVENUE,3 AVENUE,E 22 ST,E 23 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/15/2015 11:15:00 AM,06 MANHATTAN,MANHATTAN,988856,208331,Unspecified,MANHATTAN,,,,,,,,40.73849590438228,-73.98337908450502,"(40.73849590438228, -73.98337908450502)"
29971406,02/17/2015 09:52:00 PM,02/17/2015 10:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,,,W 34 ST,7 AVE,WEST 34 STREET,7 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/17/2015 10:30:00 PM,05 MANHATTAN,MANHATTAN,986848,212883,Unspecified,MANHATTAN,,,,,,,,40.75099082290243,-73.99062326583427,"(40.75099082290243, -73.99062326583427)"
30014313,02/22/2015 03:55:00 PM,02/23/2015 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,,,W 27 ST,6 AVE,WEST 27 STREET,6 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",02/23/2015 10:00:00 AM,05 MANHATTAN,MANHATTAN,986753,210854,Unspecified,MANHATTAN,,,,,,,,40.745421755862786,-73.99096689618635,"(40.745421755862786, -73.99096689618635)"
30015840,02/22/2015 11:52:00 AM,02/23/2015 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,23 WEST   76 STREET,WEST   76 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/23/2015 11:15:00 AM,07 MANHATTAN,MANHATTAN,991192,223154,Unspecified,MANHATTAN,,,,,,,,40.77917971956966,-73.9749342396058,"(40.77917971956966, -73.9749342396058)"
30036915,02/25/2015 11:37:00 AM,02/26/2015 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,,,LEXINGTON AVE,E 89 ST,LEXINGTON AVENUE,EAST 89 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",02/26/2015 01:00:00 PM,08 MANHATTAN,MANHATTAN,996940,223976,Unspecified,MANHATTAN,,,,,,,,40.7814295082462,-73.95417815370344,"(40.7814295082462, -73.95417815370344)"
30070595,03/02/2015 08:38:00 PM,03/03/2015 07:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10034,5063 BROADWAY,BROADWAY,W 215 ST,W 216 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated the complaint and determined that the condition is the responsibility of the home or business owner.,03/03/2015 07:00:00 PM,12 MANHATTAN,MANHATTAN,1007671,256362,Unspecified,MANHATTAN,,,,,,,,40.87029788951219,-73.9153169548578,"(40.87029788951219, -73.9153169548578)"
30080760,03/03/2015 09:55:00 PM,03/05/2015 10:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,E 29 ST,3 AVE,EAST 29 STREET,3 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,03/05/2015 10:15:00 AM,06 MANHATTAN,MANHATTAN,989678,209822,Unspecified,MANHATTAN,,,,,,,,40.74258786227404,-73.98041166510122,"(40.74258786227404, -73.98041166510122)"
30083265,03/04/2015 02:24:00 PM,03/05/2015 10:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,BROADWAY,BROADWAY,WEST   65 STREET,WEST   66 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",03/05/2015 10:40:00 AM,07 MANHATTAN,MANHATTAN,989176,221067,Unspecified,MANHATTAN,,,,,,,,40.77345280697248,-73.98221502213289,"(40.77345280697248, -73.98221502213289)"
30083267,03/04/2015 01:54:00 PM,03/05/2015 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10030,,,W 133 ST,ST NICHOLAS AVE,WEST 133 STREET,ST NICHOLAS AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",03/05/2015 11:55:00 AM,10 MANHATTAN,MANHATTAN,998456,236460,Unspecified,MANHATTAN,,,,,,,,40.8156923742409,-73.94867767645637,"(40.8156923742409, -73.94867767645637)"
30085330,03/04/2015 02:27:00 PM,03/04/2015 02:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,BROADWAY,BROADWAY,WEST   65 STREET,WEST   66 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",03/04/2015 02:30:00 PM,07 MANHATTAN,MANHATTAN,989176,221067,Unspecified,MANHATTAN,,,,,,,,40.77345280697248,-73.98221502213289,"(40.77345280697248, -73.98221502213289)"
30085382,03/04/2015 09:06:00 AM,03/05/2015 08:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,445 LAFAYETTE STREET,LAFAYETTE STREET,E 4 ST,ASTOR PL,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",03/05/2015 08:55:00 AM,02 MANHATTAN,MANHATTAN,986521,205022,Unspecified,MANHATTAN,,,,,,,,40.72941442162581,-73.99180613225192,"(40.72941442162581, -73.99180613225192)"
30087549,03/04/2015 12:20:00 PM,03/04/2015 12:21:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,124 EAST   73 STREET,EAST   73 STREET,PARK AVE,LEXINGTON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",03/04/2015 12:21:00 PM,08 MANHATTAN,MANHATTAN,994653,220323,Unspecified,MANHATTAN,,,,,,,,40.77140597268093,-73.96244185087298,"(40.77140597268093, -73.96244185087298)"
30094363,03/04/2015 04:20:00 PM,03/05/2015 09:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,,,THAYER ST,BROADWAY,THAYER STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",03/05/2015 09:10:00 AM,12 MANHATTAN,MANHATTAN,1004135,254457,Unspecified,MANHATTAN,,,,,,,,40.86507792036208,-73.92810767685188,"(40.86507792036208, -73.92810767685188)"
30094639,03/04/2015 09:29:00 AM,03/05/2015 11:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,259 WEST  113 STREET,WEST  113 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",03/05/2015 11:25:00 AM,10 MANHATTAN,MANHATTAN,996651,231410,Unspecified,MANHATTAN,,,,,,,,40.80183424267439,-73.95520796681215,"(40.80183424267439, -73.95520796681215)"
30096437,03/04/2015 03:07:00 PM,03/04/2015 03:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,,,E 117 ST,PARK AVE,EAST 117 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",03/04/2015 03:10:00 PM,11 MANHATTAN,MANHATTAN,1000105,230736,Unspecified,MANHATTAN,,,,,,,,40.79997877461986,-73.94273381900739,"(40.79997877461986, -73.94273381900739)"
